gene,symbol,p.value,adj.p
ENSG00000168970,JMJD7-PLA2G4B,0.923079431,0.994152081
ENSG00000167992,VWCE,0.923113242,0.994152081
ENSG00000188352,FOCAD,0.923220649,0.994152081
ENSG00000135108,FBXO21,0.923288412,0.994152081
ENSG00000152229,PSTPIP2,0.923323328,0.994152081
ENSG00000131495,NDUFA2,0.923431202,0.994152081
ENSG00000108469,RECQL5,0.923504593,0.994152081
ENSG00000167635,ZNF146,0.923518517,0.994152081
ENSG00000145194,ECE2,0.923520825,0.994152081
ENSG00000115241,PPM1G,0.923585215,0.994152081
ENSG00000160410,SHKBP1,0.923631657,0.994152081
ENSG00000126903,SLC10A3,0.923651152,0.994152081
ENSG00000227345,PARG,0.923722186,0.994152081
ENSG00000168040,FADD,0.923750883,0.994152081
ENSG00000118961,C2orf43,0.923819041,0.994160285
ENSG00000124920,C11orf9,0.9240076,0.994232106
ENSG00000133019,CHRM3,0.924166202,0.994232106
ENSG00000120685,PROSER1,0.924239491,0.994232106
ENSG00000126391,FRMD8,0.924317347,0.994232106
ENSG00000185163,DDX51,0.924344465,0.994232106
ENSG00000186642,PDE2A,0.924382143,0.994232106
ENSG00000179218,CALR,0.924424437,0.994232106
ENSG00000114999,TTL,0.924452842,0.994232106
ENSG00000174111,SOCS7,0.924483982,0.994232106
ENSG00000150275,PCDH15,0.924509688,0.994232106
ENSG00000196074,SYCP2,0.924823996,0.994232106
ENSG00000126016,AMOT,0.924838026,0.994232106
ENSG00000179041,RRS1,0.92484548,0.994232106
ENSG00000223380,SEC22B,0.924866434,0.994232106
ENSG00000164983,TMEM65,0.924881819,0.994232106
ENSG00000187513,GJA4,0.924902765,0.994232106
ENSG00000162851,TFB2M,0.925016411,0.994232106
ENSG00000079102,RUNX1T1,0.925033211,0.994232106
ENSG00000174371,EXO1,0.925036021,0.994232106
ENSG00000258947,.,0.925339627,0.994249432
ENSG00000172939,OXSR1,0.925379231,0.994249432
ENSG00000170471,RALGAPB,0.925386456,0.994249432
ENSG00000120742,SERP1,0.925445101,0.994249432
ENSG00000154743,TSEN2,0.925456365,0.994249432
ENSG00000117625,RCOR3,0.925471309,0.994249432
ENSG00000226381,.,0.925475922,0.994249432
ENSG00000007047,MARK4,0.925708759,0.994257931
ENSG00000150394,CDH8,0.925782977,0.994257931
ENSG00000188338,SLC38A3,0.925797916,0.994257931
ENSG00000157778,PSMG3,0.925807785,0.994257931
ENSG00000204394,VARS,0.925908906,0.994257931
ENSG00000055211,GINM1,0.925975858,0.994257931
ENSG00000248508,.,0.925994222,0.994257931
ENSG00000197872,FAM49A,0.926051477,0.994257931
ENSG00000118181,RPS25,0.926140007,0.994257931
ENSG00000162736,NCSTN,0.926223729,0.994257931
ENSG00000161013,MGAT4B,0.926277341,0.994257931
ENSG00000065559,MAP2K4,0.926362336,0.994257931
ENSG00000125870,SNRPB2,0.926378882,0.994257931
ENSG00000267390,.,0.926381481,0.994257931
ENSG00000198673,FAM19A2,0.926478179,0.994257931
ENSG00000148158,SNX30,0.926520734,0.994257931
ENSG00000118514,ALDH8A1,0.926538854,0.994257931
ENSG00000154222,CC2D1B,0.926673732,0.994257931
ENSG00000215845,TSTD1,0.926715496,0.994257931
ENSG00000007944,MYLIP,0.926992345,0.994257931
ENSG00000114812,VIPR1,0.927017617,0.994257931
ENSG00000173726,TOMM20,0.927027565,0.994257931
ENSG00000181541,MAB21L2,0.927028581,0.994257931
ENSG00000156482,RPL30,0.927034744,0.994257931
ENSG00000223855,.,0.927094614,0.994257931
ENSG00000122966,CIT,0.927146552,0.994257931
ENSG00000122642,FKBP9,0.92719415,0.994257931
ENSG00000167034,NKX3-1,0.927302947,0.994257931
ENSG00000132970,WASF3,0.927499941,0.994257931
ENSG00000134982,APC,0.927612622,0.994257931
ENSG00000204177,BMS1P1,0.927646299,0.994257931
ENSG00000134917,ADAMTS8,0.927650213,0.994257931
ENSG00000163521,GLB1L,0.927713725,0.994257931
ENSG00000022267,FHL1,0.927721646,0.994257931
ENSG00000110066,SUV420H1,0.927737764,0.994257931
ENSG00000065970,FOXJ2,0.927782361,0.994257931
ENSG00000225504,.,0.927910675,0.994257931
ENSG00000164162,ANAPC10,0.927916189,0.994257931
ENSG00000245526,LINC00461,0.928030185,0.994257931
ENSG00000219545,.,0.928369475,0.994257931
ENSG00000031003,FAM13B,0.928450202,0.994257931
ENSG00000100600,LGMN,0.928473428,0.994257931
ENSG00000250329,KDELC1P1,0.928479622,0.994257931
ENSG00000185900,.,0.928532648,0.994257931
ENSG00000171222,SCAND1,0.928638821,0.994257931
ENSG00000118960,HS1BP3,0.92866619,0.994257931
ENSG00000213203,GIMAP1,0.928700219,0.994257931
ENSG00000128534,NAA38,0.928848159,0.994257931
ENSG00000088930,XRN2,0.928876011,0.994257931
ENSG00000205403,CFI,0.928913743,0.994257931
ENSG00000134775,FHOD3,0.92892091,0.994257931
ENSG00000164976,KIAA1161,0.928950318,0.994257931
ENSG00000124641,MED20,0.928989866,0.994257931
ENSG00000104907,TRMT1,0.929022577,0.994257931
ENSG00000196226,HIST1H2BB,0.929047847,0.994257931
ENSG00000122729,ACO1,0.929127167,0.994257931
ENSG00000171566,PLRG1,0.929131272,0.994257931
ENSG00000221909,FAM200A,0.929328054,0.994257931
ENSG00000259326,.,0.929331873,0.994257931
ENSG00000255090,.,0.929380529,0.994257931
ENSG00000178605,GTPBP6,0.929412531,0.994257931
ENSG00000111325,OGFOD2,0.929436381,0.994257931
ENSG00000127324,TSPAN8,0.929562333,0.994257931
ENSG00000132359,RAP1GAP2,0.929685272,0.994257931
ENSG00000169964,TMEM42,0.929746095,0.994257931
ENSG00000070501,POLB,0.929789458,0.994257931
ENSG00000168546,GFRA2,0.929791228,0.994257931
ENSG00000085719,CPNE3,0.929838487,0.994257931
ENSG00000166173,LARP6,0.929839903,0.994257931
ENSG00000204054,.,0.929878675,0.994257931
ENSG00000167487,KLHL26,0.929952187,0.994257931
ENSG00000188580,NKAIN2,0.929956899,0.994257931
ENSG00000137364,TPMT,0.929989127,0.994257931
ENSG00000134049,IER3IP1,0.930055102,0.994257931
ENSG00000106266,SNX8,0.930076391,0.994257931
ENSG00000187105,HEATR4,0.930246678,0.994257931
ENSG00000198598,MMP17,0.93026225,0.994257931
ENSG00000185946,RNPC3,0.930338599,0.994257931
ENSG00000243197,LSAMP-AS3,0.930350919,0.994257931
ENSG00000135914,HTR2B,0.930434644,0.994257931
ENSG00000225855,RUSC1-AS1,0.93049105,0.994257931
ENSG00000240053,LY6G5B,0.930572372,0.994257931
ENSG00000163016,ALMS1P,0.930634882,0.994257931
ENSG00000172840,PDP2,0.930636859,0.994257931
ENSG00000170027,YWHAG,0.930698307,0.994257931
ENSG00000185201,IFITM2,0.930798497,0.994257931
ENSG00000187773,FAM69C,0.930815878,0.994257931
ENSG00000127774,EMC6,0.930965643,0.994257931
ENSG00000168685,IL7R,0.930988916,0.994257931
ENSG00000165669,FAM204A,0.931063494,0.994257931
ENSG00000170448,NFXL1,0.931142432,0.994257931
ENSG00000134461,ANKRD16,0.931162591,0.994257931
ENSG00000148057,IDNK,0.931250898,0.994257931
ENSG00000169635,HIC2,0.931330003,0.994257931
ENSG00000114383,TUSC2,0.931392053,0.994257931
ENSG00000198075,SULT1C4,0.931420168,0.994257931
ENSG00000053372,MRTO4,0.931504664,0.994257931
ENSG00000170500,LONRF2,0.931536761,0.994257931
ENSG00000179387,ELMOD2,0.931550737,0.994257931
ENSG00000139350,NEDD1,0.931563902,0.994257931
ENSG00000187193,MT1X,0.931629478,0.994257931
ENSG00000179134,SAMD4B,0.931845237,0.994257931
ENSG00000145832,SLC25A48,0.931860401,0.994257931
ENSG00000132842,AP3B1,0.931930919,0.994257931
ENSG00000226306,NPY6R,0.931947655,0.994257931
ENSG00000143418,CERS2,0.93195847,0.994257931
ENSG00000162670,FAM5C,0.931965561,0.994257931
ENSG00000144596,GRIP2,0.932103301,0.994257931
ENSG00000184674,GSTT1,0.932105369,0.994257931
ENSG00000160307,S100B,0.932217506,0.994257931
ENSG00000213197,.,0.932241152,0.994257931
ENSG00000136099,PCDH8,0.932288454,0.994257931
ENSG00000116062,MSH6,0.932365676,0.994257931
ENSG00000177426,TGIF1,0.932402979,0.994257931
ENSG00000203867,RBM20,0.932505745,0.994257931
ENSG00000014919,COX15,0.932506541,0.994257931
ENSG00000175538,KCNE3,0.932712605,0.994413082
ENSG00000070081,NUCB2,0.932861937,0.99450583
ENSG00000175938,ORAI3,0.932920709,0.99450583
ENSG00000164961,KIAA0196,0.933101108,0.994633575
ENSG00000084444,KIAA1467,0.933667772,0.994694008
ENSG00000108474,PIGL,0.933671515,0.994694008
ENSG00000101843,PSMD10,0.933701489,0.994694008
ENSG00000128564,VGF,0.933774643,0.994694008
ENSG00000229989,.,0.933802352,0.994694008
ENSG00000153113,CAST,0.933881521,0.994694008
ENSG00000102290,PCDH11X,0.933890798,0.994694008
ENSG00000197753,LHFPL5,0.934045111,0.994694008
ENSG00000101265,RASSF2,0.934149705,0.994694008
ENSG00000168005,C11orf84,0.934176184,0.994694008
ENSG00000138735,PDE5A,0.934266366,0.994694008
ENSG00000011198,ABHD5,0.934271229,0.994694008
ENSG00000144228,SPOPL,0.934280866,0.994694008
ENSG00000241218,.,0.934289776,0.994694008
ENSG00000130477,UNC13A,0.934321984,0.994694008
ENSG00000124205,EDN3,0.934411574,0.994694008
ENSG00000124098,FAM210B,0.934460486,0.994694008
ENSG00000177189,RPS6KA3,0.934512487,0.994694008
ENSG00000163749,CCDC158,0.934520072,0.994694008
ENSG00000204794,PGM5P1,0.934576196,0.994694008
ENSG00000163482,STK36,0.934640084,0.994694008
ENSG00000172239,PAIP1,0.934666826,0.994694008
ENSG00000236029,.,0.934786043,0.994694008
ENSG00000011677,GABRA3,0.934800466,0.994694008
ENSG00000260572,.,0.935024488,0.994694008
ENSG00000113732,ATP6V0E1,0.935030311,0.994694008
ENSG00000144749,LRIG1,0.935088546,0.994694008
ENSG00000077152,UBE2T,0.935088871,0.994694008
ENSG00000154478,GPR26,0.93511757,0.994694008
ENSG00000165591,FAAH2,0.935268605,0.994694008
ENSG00000123395,C12orf44,0.935313401,0.994694008
ENSG00000115041,KCNIP3,0.935359094,0.994694008
ENSG00000236163,.,0.935444852,0.994694008
ENSG00000205809,KLRC2,0.935457988,0.994694008
ENSG00000154813,DPH3,0.935461797,0.994694008
ENSG00000141576,RNF157,0.935470634,0.994694008
ENSG00000258485,.,0.935484069,0.994694008
ENSG00000139780,METTL21C,0.935526182,0.994694008
ENSG00000126746,ZNF384,0.935606752,0.994694008
ENSG00000099139,PCSK5,0.935607597,0.994694008
ENSG00000117245,KIF17,0.935642117,0.994694008
ENSG00000163430,FSTL1,0.935728936,0.994694008
ENSG00000160050,CCDC28B,0.935869923,0.994694008
ENSG00000081320,STK17B,0.935905169,0.994694008
ENSG00000164647,STEAP1,0.936060249,0.994694008
ENSG00000163463,KRTCAP2,0.936182792,0.994694008
ENSG00000165637,VDAC2,0.936191316,0.994694008
ENSG00000137819,PAQR5,0.936301686,0.994694008
ENSG00000226328,.,0.936332915,0.994694008
ENSG00000113739,STC2,0.936551985,0.994694008
ENSG00000122417,ODF2L,0.936565968,0.994694008
ENSG00000133121,STARD13,0.936583097,0.994694008
ENSG00000167220,HDHD2,0.936651059,0.994694008
ENSG00000185904,.,0.936689365,0.994694008
ENSG00000148803,FUOM,0.936746907,0.994694008
ENSG00000268362,.,0.936777109,0.994694008
ENSG00000011638,TMEM159,0.936895544,0.994694008
ENSG00000149582,TMEM25,0.936966194,0.994694008
ENSG00000154803,FLCN,0.937017408,0.994694008
ENSG00000187391,MAGI2,0.937062245,0.994694008
ENSG00000072401,UBE2D1,0.937206374,0.994694008
ENSG00000197256,KANK2,0.93730263,0.994694008
ENSG00000100058,CRYBB2P1,0.937346207,0.994694008
ENSG00000140451,PIF1,0.937483326,0.994694008
ENSG00000163840,DTX3L,0.9376104,0.994694008
ENSG00000100678,SLC8A3,0.937619496,0.994694008
ENSG00000151617,EDNRA,0.937676841,0.994694008
ENSG00000240219,.,0.937758082,0.994694008
ENSG00000260372,AQP4-AS1,0.937793736,0.994694008
ENSG00000121940,CLCC1,0.937820482,0.994694008
ENSG00000106771,TMEM245,0.937869306,0.994694008
ENSG00000196132,MYT1,0.93797667,0.994694008
ENSG00000146021,KLHL3,0.938011509,0.994694008
ENSG00000177600,RPLP2,0.938334563,0.994694008
ENSG00000127990,SGCE,0.938377687,0.994694008
ENSG00000124786,SLC35B3,0.938424327,0.994694008
ENSG00000090905,TNRC6A,0.938557694,0.994694008
ENSG00000139826,ABHD13,0.938592064,0.994694008
ENSG00000167770,OTUB1,0.938599732,0.994694008
ENSG00000014641,MDH1,0.938780437,0.994694008
ENSG00000004059,ARF5,0.938793639,0.994694008
ENSG00000106976,DNM1,0.938798225,0.994694008
ENSG00000173209,AHSA2,0.938831489,0.994694008
ENSG00000184277,TM2D3,0.938846139,0.994694008
ENSG00000124074,ENKD1,0.938921083,0.994694008
ENSG00000138600,SPPL2A,0.938928416,0.994694008
ENSG00000166949,SMAD3,0.938992255,0.994694008
ENSG00000172530,BANP,0.939016143,0.994694008
ENSG00000164841,TMEM74,0.93911407,0.994694008
ENSG00000186675,MAGEE2,0.939148789,0.994694008
ENSG00000260816,.,0.93919159,0.994694008
ENSG00000130816,DNMT1,0.939243484,0.994694008
ENSG00000171790,SLFNL1,0.939267363,0.994694008
ENSG00000121742,GJB6,0.939305098,0.994694008
ENSG00000185658,BRWD1,0.93933099,0.994694008
ENSG00000068400,GRIPAP1,0.93949449,0.994694008
ENSG00000128918,ALDH1A2,0.939587846,0.994694008
ENSG00000104635,SLC39A14,0.939598627,0.994694008
ENSG00000141519,CCDC40,0.939641879,0.994694008
ENSG00000225921,NOL7,0.939752321,0.994694008
ENSG00000155530,LRGUK,0.93980461,0.994694008
ENSG00000147533,GOLGA7,0.939957277,0.994694008
ENSG00000177873,ZNF619,0.94004696,0.994694008
ENSG00000204219,TCEA3,0.940069656,0.994694008
ENSG00000185065,.,0.940093843,0.994694008
ENSG00000170419,VSTM2A,0.940106154,0.994694008
ENSG00000147457,CHMP7,0.940177553,0.994694008
ENSG00000155975,VPS37A,0.940408467,0.994694008
ENSG00000163348,PYGO2,0.940427474,0.994694008
ENSG00000067829,IDH3G,0.940537273,0.994694008
ENSG00000165704,HPRT1,0.940608717,0.994694008
ENSG00000163975,MFI2,0.94062542,0.994694008
ENSG00000248441,.,0.94064769,0.994694008
ENSG00000176845,METRNL,0.940673631,0.994694008
ENSG00000111678,C12orf57,0.940714828,0.994694008
ENSG00000125651,GTF2F1,0.940716838,0.994694008
ENSG00000128242,GAL3ST1,0.940749837,0.994694008
ENSG00000185418,TARSL2,0.940749854,0.994694008
ENSG00000101438,SLC32A1,0.9408033,0.994694008
ENSG00000166086,JAM3,0.940880781,0.994694008
ENSG00000131044,TTLL9,0.940944811,0.994694008
ENSG00000146090,RASGEF1C,0.940945831,0.994694008
ENSG00000140993,TIGD7,0.940950102,0.994694008
ENSG00000089639,GMIP,0.941129945,0.994694008
ENSG00000163050,ADCK3,0.941146198,0.994694008
ENSG00000214776,.,0.941155887,0.994694008
ENSG00000161647,MPP3,0.941219019,0.994694008
ENSG00000079459,FDFT1,0.941487605,0.994694008
ENSG00000144285,SCN1A,0.941552119,0.994694008
ENSG00000104884,ERCC2,0.941555505,0.994694008
ENSG00000100014,SPECC1L,0.941641714,0.994694008
ENSG00000102230,PCYT1B,0.941706952,0.994694008
ENSG00000166734,CASC4,0.941884582,0.994694008
ENSG00000156711,MAPK13,0.942032491,0.994694008
ENSG00000118922,KLF12,0.942065542,0.994694008
ENSG00000140386,SCAPER,0.942096984,0.994694008
ENSG00000204599,TRIM39,0.942131747,0.994694008
ENSG00000120802,TMPO,0.94223506,0.994694008
ENSG00000172062,SMN1,0.942442029,0.994694008
ENSG00000134508,CABLES1,0.94246834,0.994694008
ENSG00000160948,VPS28,0.942477148,0.994694008
ENSG00000227081,.,0.942506843,0.994694008
ENSG00000187325,TAF9B,0.942609709,0.994694008
ENSG00000110063,DCPS,0.942714775,0.994694008
ENSG00000104863,LIN7B,0.942744846,0.994694008
ENSG00000104164,BLOC1S6,0.942870542,0.994694008
ENSG00000119685,TTLL5,0.942949037,0.994694008
ENSG00000206077,ZDHHC11B,0.943038164,0.994694008
ENSG00000213654,GPSM3,0.943041063,0.994694008
ENSG00000156599,ZDHHC5,0.943099062,0.994694008
ENSG00000102753,KPNA3,0.943127059,0.994694008
ENSG00000078808,SDF4,0.943156132,0.994694008
ENSG00000139865,TTC6,0.943160206,0.994694008
ENSG00000183155,RABIF,0.943277724,0.994694008
ENSG00000162695,SLC30A7,0.943285727,0.994694008
ENSG00000163624,CDS1,0.943542381,0.994694008
ENSG00000131711,MAP1B,0.943615113,0.994694008
ENSG00000235999,.,0.943624074,0.994694008
ENSG00000232486,.,0.943659736,0.994694008
ENSG00000233393,.,0.943707604,0.994694008
ENSG00000236714,.,0.943810848,0.994694008
ENSG00000113312,TTC1,0.943849926,0.994694008
ENSG00000215908,CROCCP2,0.943851338,0.994694008
ENSG00000198954,KIAA1279,0.943893311,0.994694008
ENSG00000158352,SHROOM4,0.944005473,0.994694008
ENSG00000186523,FAM86B1,0.944153507,0.994694008
ENSG00000143257,NR1I3,0.944160208,0.994694008
ENSG00000267006,.,0.944202158,0.994694008
ENSG00000177981,ASB8,0.944206318,0.994694008
ENSG00000123600,METTL8,0.944230944,0.994694008
ENSG00000072062,PRKACA,0.94431229,0.994694008
ENSG00000101670,LIPG,0.944431796,0.994694008
ENSG00000243232,PCDHAC2,0.944717749,0.994694008
ENSG00000104960,PTOV1,0.944759025,0.994694008
ENSG00000156110,ADK,0.944836136,0.994694008
ENSG00000115593,SMYD1,0.944850759,0.994694008
ENSG00000150457,LATS2,0.944854078,0.994694008
ENSG00000258486,RN7SL1,0.944986439,0.994694008
ENSG00000145331,TRMT10A,0.945025979,0.994694008
ENSG00000170915,PAQR8,0.945040477,0.994694008
ENSG00000236901,MIR600HG,0.94517491,0.994694008
ENSG00000181631,P2RY13,0.945181558,0.994694008
ENSG00000131652,THOC6,0.945198658,0.994694008
ENSG00000181896,ZNF101,0.945302858,0.994694008
ENSG00000182021,.,0.945308783,0.994694008
ENSG00000129071,MBD4,0.945517452,0.994694008
ENSG00000119547,ONECUT2,0.945572555,0.994694008
ENSG00000134294,SLC38A2,0.945595721,0.994694008
ENSG00000121440,PDZRN3,0.945649992,0.994694008
ENSG00000086504,MRPL28,0.945754244,0.994694008
ENSG00000224023,.,0.945765815,0.994694008
ENSG00000225151,.,0.945958089,0.994694008
ENSG00000174059,CD34,0.946191391,0.994694008
ENSG00000240849,TMEM189,0.946242768,0.994694008
ENSG00000081853,PCDHGA2,0.946272607,0.994694008
ENSG00000169972,PUSL1,0.946341855,0.994694008
ENSG00000206190,ATP10A,0.946354649,0.994694008
ENSG00000124766,SOX4,0.946366083,0.994694008
ENSG00000172260,NEGR1,0.946418834,0.994694008
ENSG00000217236,SP9,0.946527096,0.994694008
ENSG00000248738,.,0.946536979,0.994694008
ENSG00000154957,ZNF18,0.946552435,0.994694008
ENSG00000076108,BAZ2A,0.946554314,0.994694008
ENSG00000203710,CR1,0.94656754,0.994694008
ENSG00000144668,ITGA9,0.946598733,0.994694008
ENSG00000172315,TP53RK,0.946605322,0.994694008
ENSG00000198554,WDHD1,0.946632563,0.994694008
ENSG00000235008,.,0.946655973,0.994694008
ENSG00000234608,MAPKAPK5-AS1,0.946693103,0.994694008
ENSG00000249006,.,0.946735796,0.994694008
ENSG00000128989,ARPP19,0.946789327,0.994694008
ENSG00000266935,.,0.946800201,0.994694008
ENSG00000075399,VPS9D1,0.946861799,0.994694008
ENSG00000260359,.,0.94691907,0.994694008
ENSG00000118307,CASC1,0.946944001,0.994694008
ENSG00000205081,CXorf30,0.94702606,0.994694008
ENSG00000114982,KANSL3,0.947124503,0.994694008
ENSG00000165355,FBXO33,0.947177739,0.994694008
ENSG00000102221,PHF16,0.947342318,0.994694008
ENSG00000143190,POU2F1,0.947418698,0.994694008
ENSG00000169567,HINT1,0.94746167,0.994694008
ENSG00000117481,NSUN4,0.947493946,0.994694008
ENSG00000142186,SCYL1,0.947557121,0.994694008
ENSG00000110025,SNX15,0.947571607,0.994694008
ENSG00000235954,TTC28-AS1,0.947653019,0.994694008
ENSG00000078549,ADCYAP1R1,0.947738231,0.994694008
ENSG00000127483,HP1BP3,0.94775518,0.994694008
ENSG00000268182,.,0.947787488,0.994694008
ENSG00000075914,EXOSC7,0.947787525,0.994694008
ENSG00000156463,SH3RF2,0.947806719,0.994694008
ENSG00000253854,.,0.947894495,0.994694008
ENSG00000144410,CPO,0.94795459,0.994694008
ENSG00000177483,RBM44,0.948009537,0.994694008
ENSG00000075945,KIFAP3,0.948039723,0.994694008
ENSG00000115353,TACR1,0.948087672,0.994694008
ENSG00000029364,SLC39A9,0.948157574,0.994694008
ENSG00000161999,JMJD8,0.9483721,0.994694008
ENSG00000087301,TXNDC16,0.948421787,0.994694008
ENSG00000261451,.,0.948454392,0.994694008
ENSG00000135953,MFSD9,0.948500158,0.994694008
ENSG00000145908,ZNF300,0.948661707,0.994694008
ENSG00000123136,DDX39A,0.94877627,0.994694008
ENSG00000114923,SLC4A3,0.948826704,0.994694008
ENSG00000079950,STX7,0.948829722,0.994694008
ENSG00000138271,GPR87,0.94884999,0.994694008
ENSG00000206560,ANKRD28,0.948873545,0.994694008
ENSG00000259380,.,0.948938378,0.994694008
ENSG00000144712,CAND2,0.948950446,0.994694008
ENSG00000166340,TPP1,0.948981495,0.994694008
ENSG00000171462,DLK2,0.94898781,0.994694008
ENSG00000255580,.,0.949014763,0.994694008
ENSG00000224152,.,0.949095406,0.994694008
ENSG00000250049,.,0.94914067,0.994694008
ENSG00000102265,TIMP1,0.949141486,0.994694008
ENSG00000205339,IPO7,0.949199051,0.994694008
ENSG00000115239,ASB3,0.949247632,0.994694008
ENSG00000262814,MRPL12,0.94930213,0.994694008
ENSG00000139514,SLC7A1,0.94936104,0.994694008
ENSG00000167191,GPRC5B,0.949388533,0.994694008
ENSG00000263906,.,0.949407439,0.994694008
ENSG00000089723,OTUB2,0.949425762,0.994694008
ENSG00000261033,.,0.949462275,0.994694008
ENSG00000170222,ADPRM,0.949488121,0.994694008
ENSG00000164306,CCDC111,0.949534064,0.994694008
ENSG00000174808,BTC,0.949619472,0.994694008
ENSG00000185246,PRPF39,0.949676802,0.994694008
ENSG00000162699,DNAJA1P5,0.949700088,0.994694008
ENSG00000185862,EVI2B,0.949796855,0.994694008
ENSG00000214188,ST7-OT4,0.949889439,0.994694008
ENSG00000143224,PPOX,0.949927196,0.994694008
ENSG00000250320,.,0.950043193,0.994694008
ENSG00000167065,DUSP18,0.950090852,0.994694008
ENSG00000164933,SLC25A32,0.950135564,0.994694008
ENSG00000176381,PRR18,0.950180706,0.994694008
