gene,symbol,p.value,adj.p
ENSG00000116017,ARID3A,0.245975878,0.897419615
ENSG00000186377,CYP4X1,0.246057139,0.897419615
ENSG00000074935,TUBE1,0.246089197,0.897419615
ENSG00000175606,TMEM70,0.246151001,0.897419615
ENSG00000173611,SCAI,0.24617953,0.897419615
ENSG00000105290,APLP1,0.246205006,0.897419615
ENSG00000114631,PODXL2,0.246433868,0.897419615
ENSG00000225649,.,0.246492937,0.897419615
ENSG00000120899,PTK2B,0.246575235,0.897419615
ENSG00000130643,CALY,0.246576244,0.897419615
ENSG00000154589,LY96,0.24663463,0.897419615
ENSG00000102024,PLS3,0.246648973,0.897419615
ENSG00000261079,.,0.24677289,0.897419615
ENSG00000131023,LATS1,0.246774155,0.897419615
ENSG00000198455,ZXDB,0.246789603,0.897419615
ENSG00000077312,SNRPA,0.247038778,0.897419615
ENSG00000242616,GNG10,0.247047021,0.897419615
ENSG00000173404,INSM1,0.247067836,0.897419615
ENSG00000143514,TP53BP2,0.247123103,0.897419615
ENSG00000134245,WNT2B,0.247169645,0.897419615
ENSG00000177108,ZDHHC22,0.247172368,0.897419615
ENSG00000168904,LRRC28,0.247196872,0.897419615
ENSG00000233273,AMMECR1LP1,0.247248518,0.897419615
ENSG00000111231,GPN3,0.247314163,0.897419615
ENSG00000232630,PRPS1P2,0.247335504,0.897419615
ENSG00000083750,RRAGB,0.247390408,0.897419615
ENSG00000136758,YME1L1,0.247419452,0.897419615
ENSG00000136261,BZW2,0.247432926,0.897419615
ENSG00000109099,PMP22,0.247490649,0.897419615
ENSG00000151466,SCLT1,0.247502892,0.897419615
ENSG00000107862,GBF1,0.247541253,0.897419615
ENSG00000185864,.,0.247555756,0.897419615
ENSG00000126500,FLRT1,0.247609946,0.897419615
ENSG00000269591,.,0.247627546,0.897419615
ENSG00000161328,LRRC56,0.247643838,0.897419615
ENSG00000182329,.,0.247670517,0.897419615
ENSG00000136718,IMP4,0.247686156,0.897419615
ENSG00000167981,ZNF597,0.247703786,0.897419615
ENSG00000103145,HCFC1R1,0.247759283,0.897419615
ENSG00000082781,ITGB5,0.247760941,0.897419615
ENSG00000112685,EXOC2,0.247859593,0.897419615
ENSG00000142784,WDTC1,0.247966605,0.897419615
ENSG00000168303,MPLKIP,0.247996675,0.897419615
ENSG00000156256,USP16,0.248077811,0.897419615
ENSG00000083814,ZNF671,0.248101009,0.897419615
ENSG00000251322,SHANK3,0.248132136,0.897419615
ENSG00000105355,PLIN3,0.248164622,0.897419615
ENSG00000139131,YARS2,0.248195581,0.897419615
ENSG00000104093,DMXL2,0.24820584,0.897419615
ENSG00000153253,SCN3A,0.248214108,0.897419615
ENSG00000164466,SFXN1,0.248288843,0.897419615
ENSG00000141720,PIP4K2B,0.248370299,0.897419615
ENSG00000179988,PSTK,0.248411783,0.897419615
ENSG00000115317,HTRA2,0.248411957,0.897419615
ENSG00000126603,GLIS2,0.248583223,0.897840834
ENSG00000225670,.,0.24868281,0.897938469
ENSG00000158019,BRE,0.248766469,0.897938469
ENSG00000183160,TMEM119,0.248774282,0.897938469
ENSG00000122435,TRMT13,0.24889221,0.898166724
ENSG00000261903,.,0.249144378,0.898713721
ENSG00000117394,SLC2A1,0.249153235,0.898713721
ENSG00000129951,.,0.249248287,0.898726599
ENSG00000184047,DIABLO,0.249371277,0.898726599
ENSG00000187866,FAM122A,0.249495605,0.898726599
ENSG00000160058,BSDC1,0.249602964,0.898726599
ENSG00000171044,XKR6,0.249613669,0.898726599
ENSG00000081277,PKP1,0.249653437,0.898726599
ENSG00000157426,AASDH,0.249768689,0.898726599
ENSG00000076928,ARHGEF1,0.2498011,0.898726599
ENSG00000143333,RGS16,0.249866853,0.898726599
ENSG00000214530,STARD10,0.250036995,0.898726599
ENSG00000177839,PCDHB9,0.250058592,0.898726599
ENSG00000204624,PTCHD2,0.250078639,0.898726599
ENSG00000197465,GYPE,0.250097261,0.898726599
ENSG00000227124,ZNF717,0.250118351,0.898726599
ENSG00000188811,NHLRC3,0.25029749,0.898726599
ENSG00000006757,PNPLA4,0.250316694,0.898726599
ENSG00000138646,HERC5,0.250323749,0.898726599
ENSG00000230724,.,0.250349994,0.898726599
ENSG00000259964,.,0.250426624,0.898726599
ENSG00000000938,FGR,0.250450967,0.898726599
ENSG00000113595,TRIM23,0.250451723,0.898726599
ENSG00000137177,KIF13A,0.250455119,0.898726599
ENSG00000133884,DPF2,0.25049342,0.898726599
ENSG00000183684,ALYREF,0.250590598,0.898726599
ENSG00000225177,.,0.250599631,0.898726599
ENSG00000168263,KCNV2,0.250692224,0.898726599
ENSG00000241528,.,0.250799445,0.898726599
ENSG00000182575,NXPH3,0.250852954,0.898726599
ENSG00000196715,VKORC1L1,0.25090277,0.898726599
ENSG00000108883,EFTUD2,0.250941513,0.898726599
ENSG00000165457,FOLR2,0.250945385,0.898726599
ENSG00000120832,MTERFD3,0.251119595,0.898726599
ENSG00000116711,PLA2G4A,0.251178794,0.898726599
ENSG00000187630,DHRS4L2,0.251202276,0.898726599
ENSG00000108091,CCDC6,0.251373893,0.898726599
ENSG00000265242,.,0.251412035,0.898726599
ENSG00000260526,.,0.251427974,0.898726599
ENSG00000104365,IKBKB,0.251432427,0.898726599
ENSG00000146360,GPR6,0.251448667,0.898726599
ENSG00000124610,HIST1H1A,0.251460557,0.898726599
ENSG00000169288,MRPL1,0.251525088,0.898726599
ENSG00000105366,SIGLEC8,0.251562958,0.898726599
ENSG00000133742,CA1,0.251632832,0.898726599
ENSG00000172350,ABCG4,0.251649336,0.898726599
ENSG00000246250,.,0.251788548,0.898726599
ENSG00000120963,ZNF706,0.251803586,0.898726599
ENSG00000268225,.,0.251850684,0.898726599
ENSG00000172243,CLEC7A,0.25190036,0.898726599
ENSG00000073578,SDHA,0.251996535,0.898726599
ENSG00000161395,PGAP3,0.252026676,0.898726599
ENSG00000196730,DAPK1,0.252053193,0.898726599
ENSG00000119698,PPP4R4,0.252115275,0.898726599
ENSG00000125869,LAMP5,0.252143699,0.898726599
ENSG00000122591,FAM126A,0.252145868,0.898726599
ENSG00000114779,ABHD14B,0.252166606,0.898726599
ENSG00000213967,ZNF726,0.252638294,0.900191175
ENSG00000030419,IKZF2,0.252687165,0.900191175
ENSG00000204767,FAM196B,0.252900316,0.900563565
ENSG00000146094,DOK3,0.252967573,0.900563565
ENSG00000103047,TMCO7,0.253013653,0.900563565
ENSG00000100522,GNPNAT1,0.253046728,0.900563565
ENSG00000006459,JHDM1D,0.253065874,0.900563565
ENSG00000257698,.,0.253128989,0.90059302
ENSG00000072201,LNX1,0.253254535,0.900598439
ENSG00000170906,NDUFA3,0.253432759,0.900598439
ENSG00000196136,SERPINA3,0.253484575,0.900598439
ENSG00000005189,.,0.253541831,0.900598439
ENSG00000135537,LACE1,0.253606734,0.900598439
ENSG00000009954,BAZ1B,0.253701818,0.900598439
ENSG00000051596,THOC3,0.253721646,0.900598439
ENSG00000058799,YIPF1,0.253738985,0.900598439
ENSG00000163617,KIAA1407,0.253771153,0.900598439
ENSG00000143156,NME7,0.253784075,0.900598439
ENSG00000179935,LINC00652,0.253792206,0.900598439
ENSG00000124134,KCNS1,0.253848408,0.900598439
ENSG00000171103,TRMT61B,0.253874283,0.900598439
ENSG00000164122,ASB5,0.253898239,0.900598439
ENSG00000136720,HS6ST1,0.254143787,0.900822079
ENSG00000176771,NCKAP5,0.254201013,0.900822079
ENSG00000037474,NSUN2,0.254217086,0.900822079
ENSG00000070214,SLC44A1,0.25422017,0.900822079
ENSG00000125846,ZNF133,0.254235544,0.900822079
ENSG00000166889,PATL1,0.254417501,0.901125028
ENSG00000233901,.,0.254498773,0.901125028
ENSG00000106367,AP1S1,0.254515713,0.901125028
ENSG00000101974,ATP11C,0.254540523,0.901125028
ENSG00000111358,GTF2H3,0.254687061,0.901436056
ENSG00000136997,MYC,0.254738156,0.901436056
ENSG00000197774,EME2,0.254940981,0.901702277
ENSG00000115944,COX7A2L,0.254949695,0.901702277
ENSG00000124222,STX16,0.255016772,0.901702277
ENSG00000161791,FMNL3,0.255033007,0.901702277
ENSG00000130158,DOCK6,0.255173519,0.901849917
ENSG00000148604,RGR,0.255349772,0.901849917
ENSG00000123106,CCDC91,0.2553663,0.901849917
ENSG00000173991,TCAP,0.25541086,0.901849917
ENSG00000056998,GYG2,0.255552219,0.901849917
ENSG00000099377,HSD3B7,0.255562253,0.901849917
ENSG00000205927,OLIG2,0.255574541,0.901849917
ENSG00000163219,ARHGAP25,0.255577206,0.901849917
ENSG00000170892,TSEN34,0.255700945,0.901849917
ENSG00000186235,.,0.255824122,0.901849917
ENSG00000001036,FUCA2,0.255899557,0.901849917
ENSG00000265579,.,0.255930442,0.901849917
ENSG00000062038,CDH3,0.255961779,0.901849917
ENSG00000180773,SLC36A4,0.256044033,0.901849917
ENSG00000204138,PHACTR4,0.256066813,0.901849917
ENSG00000197808,ZNF461,0.256095159,0.901849917
ENSG00000155115,GTF3C6,0.256109444,0.901849917
ENSG00000159445,THEM4,0.256126899,0.901849917
ENSG00000106701,FSD1L,0.256180334,0.901849917
ENSG00000120733,KDM3B,0.256297116,0.901849917
ENSG00000223522,.,0.256333917,0.901849917
ENSG00000247556,OIP5-AS1,0.256389763,0.901849917
ENSG00000141577,AZI1,0.25639161,0.901849917
ENSG00000248593,DSTNP2,0.256392697,0.901849917
ENSG00000255185,.,0.256540106,0.901855934
ENSG00000171723,GPHN,0.256621215,0.901855934
ENSG00000254911,SCARNA9,0.256703834,0.901855934
ENSG00000196449,YRDC,0.256721292,0.901855934
ENSG00000095739,BAMBI,0.256721836,0.901855934
ENSG00000114013,CD86,0.256723893,0.901855934
ENSG00000169946,ZFPM2,0.256806032,0.901880867
ENSG00000101977,MCF2,0.25687634,0.901880867
ENSG00000185504,C17orf70,0.256915467,0.901880867
ENSG00000198961,PJA2,0.256950653,0.901880867
ENSG00000138162,TACC2,0.257211104,0.902351822
ENSG00000105204,DYRK1B,0.257296233,0.902351822
ENSG00000102934,PLLP,0.257302534,0.902351822
ENSG00000155508,CNOT8,0.257304608,0.902351822
ENSG00000188761,BCL2L15,0.257458843,0.902629671
ENSG00000078114,NEBL,0.257629394,0.902629671
ENSG00000187950,OVCH1,0.257637598,0.902629671
ENSG00000096872,IFT74,0.257701022,0.902629671
ENSG00000164414,SLC35A1,0.257725993,0.902629671
ENSG00000118096,IFT46,0.25772969,0.902629671
ENSG00000198695,MT-ND6,0.257768566,0.902629671
ENSG00000263606,.,0.25788633,0.902735714
ENSG00000136810,TXN,0.257908785,0.902735714
ENSG00000100393,EP300,0.258031156,0.902971592
ENSG00000204852,TCTN1,0.258213033,0.903411941
ENSG00000089335,ZNF302,0.258296655,0.903411941
ENSG00000161265,U2AF1L4,0.258383595,0.903411941
ENSG00000124593,PRICKLE4,0.258431299,0.903411941
ENSG00000165912,PACSIN3,0.258460264,0.903411941
ENSG00000033627,ATP6V0A1,0.258504604,0.903411941
ENSG00000140836,ZFHX3,0.25861213,0.903411941
ENSG00000215252,GOLGA8B,0.258659284,0.903411941
ENSG00000128915,NARG2,0.258697984,0.903411941
ENSG00000151320,AKAP6,0.258707079,0.903411941
ENSG00000166473,.,0.258920154,0.903963795
ENSG00000163053,SLC16A14,0.259018553,0.904092208
ENSG00000267784,.,0.259142652,0.904092208
ENSG00000073584,SMARCE1,0.259162276,0.904092208
ENSG00000140259,MFAP1,0.259177137,0.904092208
ENSG00000244005,NFS1,0.259351876,0.9041746
ENSG00000240498,CDKN2B-AS1,0.259451367,0.9041746
ENSG00000182504,CEP97,0.259456204,0.9041746
ENSG00000129646,QRICH2,0.259468903,0.9041746
ENSG00000101311,FERMT1,0.259476033,0.9041746
ENSG00000180581,SRP9P1,0.259537896,0.904198316
ENSG00000114023,FAM162A,0.2596567,0.904420358
ENSG00000164300,SERINC5,0.259863404,0.904649168
ENSG00000253320,.,0.260060744,0.904649168
ENSG00000237166,.,0.260109141,0.904649168
ENSG00000104643,MTMR9,0.260184707,0.904649168
ENSG00000258938,.,0.260290438,0.904649168
ENSG00000168397,ATG4B,0.260300038,0.904649168
ENSG00000138160,KIF11,0.260404198,0.904649168
ENSG00000185215,TNFAIP2,0.260440608,0.904649168
ENSG00000226958,RNA28S5,0.26049853,0.904649168
ENSG00000129003,VPS13C,0.260647602,0.904649168
ENSG00000128917,DLL4,0.260677434,0.904649168
ENSG00000234338,.,0.26070007,0.904649168
ENSG00000246339,EXTL3-AS1,0.260712379,0.904649168
ENSG00000095564,BTAF1,0.260750408,0.904649168
ENSG00000255004,.,0.26076542,0.904649168
ENSG00000196378,ZNF34,0.260821374,0.904649168
ENSG00000152382,TADA1,0.260898331,0.904649168
ENSG00000176542,KIAA2018,0.260966741,0.904649168
ENSG00000160932,LY6E,0.261008431,0.904649168
ENSG00000263142,.,0.261014008,0.904649168
ENSG00000114738,MAPKAPK3,0.261027521,0.904649168
ENSG00000183831,ANKRD45,0.26115953,0.904649168
ENSG00000263096,.,0.261188876,0.904649168
ENSG00000265313,.,0.261253663,0.904649168
ENSG00000126804,ZBTB1,0.261281198,0.904649168
ENSG00000206562,METTL6,0.261370893,0.904649168
ENSG00000117143,UAP1,0.261375323,0.904649168
ENSG00000041880,PARP3,0.261484167,0.904649168
ENSG00000179097,HTR1F,0.261577976,0.904649168
ENSG00000099875,MKNK2,0.261580204,0.904649168
ENSG00000244041,.,0.261582137,0.904649168
ENSG00000069869,NEDD4,0.261597248,0.904649168
ENSG00000185345,PARK2,0.261811842,0.904649168
ENSG00000205036,C16orf85,0.261924313,0.904649168
ENSG00000263731,.,0.262002498,0.904649168
ENSG00000118420,UBE3D,0.262018371,0.904649168
ENSG00000248610,.,0.26203619,0.904649168
ENSG00000141644,MBD1,0.262083092,0.904649168
ENSG00000113327,GABRG2,0.262089831,0.904649168
ENSG00000109927,TECTA,0.262153513,0.904649168
ENSG00000241061,.,0.262173932,0.904649168
ENSG00000114650,SCAP,0.262199453,0.904649168
ENSG00000085982,USP40,0.262232682,0.904649168
ENSG00000182362,YBEY,0.262277644,0.904649168
ENSG00000105677,TMEM147,0.262303975,0.904649168
ENSG00000100908,EMC9,0.262318612,0.904649168
ENSG00000150347,ARID5B,0.262377091,0.904649168
ENSG00000100360,IFT27,0.262628545,0.904649168
ENSG00000197024,ZNF398,0.262680629,0.904649168
ENSG00000012048,BRCA1,0.26269131,0.904649168
ENSG00000076924,XAB2,0.26277437,0.904649168
ENSG00000140688,C16orf58,0.262803899,0.904649168
ENSG00000267023,LRRC37A16P,0.262848221,0.904649168
ENSG00000143575,HAX1,0.262898898,0.904649168
ENSG00000147996,CBWD5,0.262947379,0.904649168
ENSG00000146278,PNRC1,0.262969201,0.904649168
ENSG00000184007,PTP4A2,0.263054469,0.904649168
ENSG00000029153,ARNTL2,0.263096518,0.904649168
ENSG00000116299,KIAA1324,0.263098944,0.904649168
ENSG00000158195,WASF2,0.263200736,0.904649168
ENSG00000184221,OLIG1,0.263206455,0.904649168
ENSG00000123091,RNF11,0.263405146,0.904649168
ENSG00000188868,ZNF563,0.263493288,0.904649168
ENSG00000161896,IP6K3,0.263496806,0.904649168
ENSG00000146147,MLIP,0.263515014,0.904649168
ENSG00000164897,TMUB1,0.263577218,0.904649168
ENSG00000006747,SCIN,0.263580908,0.904649168
ENSG00000110315,RNF141,0.263698104,0.904649168
ENSG00000144847,IGSF11,0.263726241,0.904649168
ENSG00000086589,RBM22,0.26391276,0.904649168
ENSG00000250366,LINC00617,0.263970262,0.904649168
ENSG00000215548,.,0.26398853,0.904649168
ENSG00000238057,ZEB2-AS1,0.264016694,0.904649168
ENSG00000123444,KBTBD4,0.264026231,0.904649168
ENSG00000154655,L3MBTL4,0.264047889,0.904649168
ENSG00000103194,USP10,0.264105794,0.904649168
ENSG00000226137,BAIAP2-AS1,0.264134922,0.904649168
ENSG00000146038,DCDC2,0.264145135,0.904649168
ENSG00000151657,KIN,0.264181393,0.904649168
ENSG00000204514,ZNF814,0.26427438,0.904649168
ENSG00000165995,CACNB2,0.264311021,0.904649168
ENSG00000239911,PRKAG2-AS1,0.264326532,0.904649168
ENSG00000087206,UIMC1,0.264405693,0.904649168
ENSG00000167110,GOLGA2,0.264574786,0.904649168
ENSG00000166770,.,0.264583862,0.904649168
ENSG00000112561,TFEB,0.264589001,0.904649168
ENSG00000104738,MCM4,0.264651487,0.904649168
ENSG00000163812,ZDHHC3,0.264905988,0.904649168
ENSG00000230590,FTX,0.264927424,0.904649168
ENSG00000105819,PMPCB,0.264942046,0.904649168
ENSG00000166454,ATMIN,0.265022787,0.904649168
ENSG00000269686,.,0.26506707,0.904649168
ENSG00000179886,TIGD5,0.265097378,0.904649168
ENSG00000131174,COX7B,0.265129524,0.904649168
ENSG00000089248,ERP29,0.265195311,0.904649168
ENSG00000253200,.,0.265195744,0.904649168
ENSG00000101958,GLRA2,0.265275436,0.904649168
ENSG00000118495,PLAGL1,0.265308087,0.904649168
ENSG00000134444,KIAA1468,0.265341749,0.904649168
ENSG00000126005,MMP24-AS1,0.265435756,0.904649168
ENSG00000106070,GRB10,0.265528471,0.904649168
ENSG00000180479,ZNF571,0.265634601,0.904649168
ENSG00000164308,ERAP2,0.26564609,0.904649168
ENSG00000142530,FAM71E1,0.265702395,0.904649168
ENSG00000163154,TNFAIP8L2,0.265702956,0.904649168
ENSG00000182831,C16orf72,0.265757776,0.904649168
ENSG00000169299,PGM2,0.265793623,0.904649168
ENSG00000249137,.,0.265951833,0.904649168
ENSG00000151012,SLC7A11,0.266053374,0.904649168
ENSG00000260977,.,0.26614165,0.904649168
ENSG00000138111,TMEM180,0.266224705,0.904649168
ENSG00000181800,CELF2-AS1,0.266263245,0.904649168
ENSG00000173706,HEG1,0.266348309,0.904649168
ENSG00000106460,TMEM106B,0.26641093,0.904649168
ENSG00000118596,SLC16A7,0.266527695,0.904649168
ENSG00000110801,PSMD9,0.266585325,0.904649168
ENSG00000075426,FOSL2,0.26671858,0.904649168
ENSG00000100722,ZC3H14,0.266732083,0.904649168
ENSG00000135315,KIAA1009,0.266736872,0.904649168
ENSG00000198431,TXNRD1,0.266752582,0.904649168
ENSG00000137076,TLN1,0.266762309,0.904649168
ENSG00000162604,TM2D1,0.266822588,0.904649168
ENSG00000214265,SNURF,0.266933259,0.904649168
ENSG00000119965,C10orf88,0.266952274,0.904649168
ENSG00000073605,GSDMB,0.267059339,0.904649168
ENSG00000162946,DISC1,0.267105109,0.904649168
ENSG00000145414,NAF1,0.26715425,0.904649168
ENSG00000091157,WDR7,0.26718292,0.904649168
ENSG00000119688,ABCD4,0.267190962,0.904649168
ENSG00000074842,C19orf10,0.267483078,0.904649168
ENSG00000113407,TARS,0.26749782,0.904649168
ENSG00000153443,FAM100A,0.267510967,0.904649168
ENSG00000198824,CHAMP1,0.267566413,0.904649168
ENSG00000196547,MAN2A2,0.267580878,0.904649168
ENSG00000168491,CCDC110,0.267623557,0.904649168
ENSG00000232564,.,0.267624349,0.904649168
ENSG00000135097,MSI1,0.267645877,0.904649168
ENSG00000181924,COA4,0.267650469,0.904649168
ENSG00000116984,MTR,0.267668711,0.904649168
ENSG00000185070,FLRT2,0.267679193,0.904649168
ENSG00000122641,INHBA,0.26768457,0.904649168
ENSG00000188921,PTPLAD2,0.267702501,0.904649168
ENSG00000110921,MVK,0.267702835,0.904649168
ENSG00000126106,TMEM53,0.267742203,0.904649168
ENSG00000136243,NUPL2,0.267811886,0.904649168
ENSG00000047617,ANO2,0.26791754,0.904649168
ENSG00000257499,.,0.267935326,0.904649168
ENSG00000122140,MRPS2,0.267991757,0.904649168
ENSG00000188859,FAM78B,0.268047032,0.904649168
ENSG00000113140,SPARC,0.268149423,0.904649168
ENSG00000181450,ZNF678,0.268164881,0.904649168
ENSG00000135776,ABCB10,0.268246883,0.904649168
ENSG00000163918,RFC4,0.268380074,0.904649168
ENSG00000170634,ACYP2,0.268447375,0.904649168
ENSG00000008838,MED24,0.268489238,0.904649168
ENSG00000259775,.,0.268491187,0.904649168
ENSG00000245958,.,0.268592461,0.904649168
ENSG00000099364,FBXL19,0.268734191,0.904649168
ENSG00000153820,SPHKAP,0.268741503,0.904649168
ENSG00000127125,PPCS,0.268764487,0.904649168
ENSG00000169016,E2F6,0.268830551,0.904649168
ENSG00000235286,.,0.268913527,0.904649168
ENSG00000120798,NR2C1,0.26897771,0.904649168
ENSG00000187479,C11orf96,0.268978312,0.904649168
ENSG00000230409,TCEA1P2,0.269070638,0.904649168
ENSG00000079805,DNM2,0.26911002,0.904649168
ENSG00000170619,COMMD5,0.269119744,0.904649168
ENSG00000149262,INTS4,0.269131531,0.904649168
ENSG00000127366,TAS2R5,0.269151509,0.904649168
ENSG00000183726,TMEM50A,0.269167226,0.904649168
ENSG00000185909,KLHDC8B,0.269182132,0.904649168
ENSG00000166171,DPCD,0.269262191,0.904649168
ENSG00000164465,DCBLD1,0.269268717,0.904649168
ENSG00000100321,SYNGR1,0.269307056,0.904649168
ENSG00000177469,PTRF,0.269473931,0.904857664
ENSG00000165644,COMTD1,0.269523922,0.904857664
ENSG00000140543,DET1,0.269579083,0.904857664
ENSG00000173041,ZNF680,0.269589512,0.904857664
ENSG00000248019,FAM13A-AS1,0.269736245,0.905034826
ENSG00000168234,TTC39C,0.269794603,0.905034826
ENSG00000175595,ERCC4,0.269831875,0.905034826
ENSG00000147471,PROSC,0.269875704,0.905034826
ENSG00000135127,CCDC64,0.269917833,0.905034826
ENSG00000260838,.,0.270013562,0.905116393
ENSG00000101040,ZMYND8,0.270052385,0.905116393
ENSG00000031823,RANBP3,0.270191833,0.905398994
ENSG00000159720,ATP6V0D1,0.270310548,0.90561202
ENSG00000100575,TIMM9,0.270411492,0.905749663
ENSG00000249485,RBBP4P1,0.27049867,0.905749663
ENSG00000205476,CCDC85C,0.270517086,0.905749663
ENSG00000169032,MAP2K1,0.270772488,0.906032437
ENSG00000158966,CACHD1,0.270838457,0.906032437
ENSG00000174177,CTU2,0.270869987,0.906032437
ENSG00000137513,NARS2,0.270922649,0.906032437
ENSG00000153406,NMRAL1,0.270979214,0.906032437
ENSG00000249242,TMEM150C,0.270995562,0.906032437
ENSG00000100897,DCAF11,0.271211182,0.906032437
ENSG00000054267,ARID4B,0.27127576,0.906032437
ENSG00000106692,FKTN,0.271302767,0.906032437
ENSG00000130755,GMFG,0.271334954,0.906032437
ENSG00000155463,OXA1L,0.271452109,0.906032437
ENSG00000249306,.,0.271643834,0.906032437
ENSG00000204104,TRAF3IP1,0.271747901,0.906032437
ENSG00000091536,MYO15A,0.271805889,0.906032437
ENSG00000178922,HYI,0.271806178,0.906032437
ENSG00000113580,NR3C1,0.271827025,0.906032437
ENSG00000181035,SLC25A42,0.271895879,0.906032437
ENSG00000164045,CDC25A,0.27193074,0.906032437
ENSG00000150977,RILPL2,0.271976264,0.906032437
ENSG00000198960,ARMCX6,0.272083304,0.906032437
ENSG00000119782,FKBP1B,0.272098579,0.906032437
ENSG00000144451,SPAG16,0.27225293,0.906032437
ENSG00000128951,DUT,0.272258892,0.906032437
ENSG00000118418,HMGN3,0.272287111,0.906032437
ENSG00000111907,TPD52L1,0.272306979,0.906032437
ENSG00000225880,LINC00115,0.272315499,0.906032437
ENSG00000120820,GLT8D2,0.272420217,0.906032437
ENSG00000152578,GRIA4,0.272428913,0.906032437
ENSG00000072135,PTPN18,0.272472654,0.906032437
ENSG00000197608,ZNF841,0.272489015,0.906032437
ENSG00000167701,GPT,0.272541185,0.906032437
ENSG00000172244,C5orf34,0.272551791,0.906032437
ENSG00000118292,C1orf54,0.272631493,0.906032437
ENSG00000113360,DROSHA,0.272634367,0.906032437
ENSG00000234377,POU4F1-AS1,0.272716025,0.906032437
ENSG00000142327,RNPEPL1,0.27272033,0.906032437
ENSG00000039139,DNAH5,0.272733622,0.906032437
ENSG00000137815,RTF1,0.272809575,0.906032437
ENSG00000108219,TSPAN14,0.27289596,0.906032437
ENSG00000143147,GPR161,0.273146389,0.906032437
ENSG00000125657,TNFSF9,0.27316256,0.906032437
ENSG00000197969,VPS13A,0.273275763,0.906032437
ENSG00000130713,EXOSC2,0.273302959,0.906032437
ENSG00000103187,COTL1,0.273326258,0.906032437
ENSG00000100207,TCF20,0.273488863,0.906032437
ENSG00000115306,SPTBN1,0.273659283,0.906032437
ENSG00000180900,SCRIB,0.273679313,0.906032437
ENSG00000244476,ERVFRD-1,0.273694763,0.906032437
ENSG00000172660,TAF15,0.273727417,0.906032437
ENSG00000095585,BLNK,0.273771494,0.906032437
ENSG00000143194,MAEL,0.273782586,0.906032437
ENSG00000162961,DPY30,0.273848515,0.906032437
ENSG00000154620,TMSB4Y,0.273874696,0.906032437
ENSG00000188133,TMEM215,0.273938659,0.906032437
ENSG00000172264,MACROD2,0.273942172,0.906032437
ENSG00000106258,CYP3A5,0.273976188,0.906032437
ENSG00000121879,PIK3CA,0.273988055,0.906032437
ENSG00000197846,HIST1H2BF,0.274042817,0.906032437
ENSG00000166667,.,0.274196965,0.906032437
ENSG00000110324,IL10RA,0.274228762,0.906032437
ENSG00000172273,HINFP,0.274288476,0.906032437
ENSG00000125398,SOX9,0.274346019,0.906032437
ENSG00000142207,URB1,0.274349407,0.906032437
ENSG00000224165,DNAJC27-AS1,0.274351114,0.906032437
ENSG00000127249,ATP13A4,0.274480617,0.906032437
ENSG00000196116,TDRD7,0.27450778,0.906032437
ENSG00000255384,.,0.274514621,0.906032437
ENSG00000187860,CCDC157,0.274521315,0.906032437
ENSG00000163412,EIF4E3,0.274523569,0.906032437
ENSG00000135439,AGAP2,0.274537697,0.906032437
ENSG00000260197,.,0.274539305,0.906032437
ENSG00000104321,TRPA1,0.274610874,0.906032437
ENSG00000189339,SLC35E2B,0.274628842,0.906032437
ENSG00000176170,SPHK1,0.274700784,0.906087762
ENSG00000054654,SYNE2,0.274761399,0.906105713
ENSG00000038210,PI4K2B,0.274921746,0.906324612
ENSG00000095370,SH2D3C,0.274985812,0.906324612
ENSG00000106018,VIPR2,0.274993335,0.906324612
ENSG00000157978,LDLRAP1,0.275090658,0.906354019
ENSG00000197444,OGDHL,0.275145644,0.906354019
ENSG00000147883,CDKN2B,0.275167822,0.906354019
ENSG00000239519,CADM2-AS1,0.275291391,0.906579209
ENSG00000248971,KRT8P46,0.27535258,0.906598922
ENSG00000185808,PIGP,0.275540473,0.906785075
ENSG00000102390,CXorf26,0.275551285,0.906785075
ENSG00000188186,LAMTOR4,0.275699395,0.906785075
ENSG00000155254,MARVELD1,0.275775092,0.906785075
ENSG00000107295,SH3GL2,0.275800094,0.906785075
ENSG00000148655,C10orf11,0.275867414,0.906785075
ENSG00000169919,GUSB,0.275868139,0.906785075
ENSG00000172766,NAA16,0.27589438,0.906785075
ENSG00000140511,HAPLN3,0.275945448,0.906785075
ENSG00000105835,NAMPT,0.275993021,0.906785075
ENSG00000154079,C6orf57,0.276016476,0.906785075
ENSG00000152939,MARVELD2,0.276092333,0.906852876
ENSG00000242086,.,0.276194346,0.907006549
ENSG00000196141,SPATS2L,0.276327228,0.907120741
ENSG00000117069,ST6GALNAC5,0.276415531,0.907120741
ENSG00000139192,TAPBPL,0.276472856,0.907120741
ENSG00000138759,FRAS1,0.276506564,0.907120741
ENSG00000170264,FAM161A,0.276530174,0.907120741
ENSG00000239873,GAPDHP27,0.276591095,0.907120741
ENSG00000198931,APRT,0.276649232,0.907120741
ENSG00000185722,ANKFY1,0.276682005,0.907120741
ENSG00000215193,PEX26,0.27679939,0.907120741
ENSG00000067900,ROCK1,0.276829852,0.907120741
ENSG00000177885,GRB2,0.276862403,0.907120741
ENSG00000136490,LIMD2,0.276891937,0.907120741
ENSG00000090273,NUDC,0.277054368,0.907471857
ENSG00000166747,AP1G1,0.277285255,0.908001338
